Campaign_ID,Company,Campaign_Type,Target_Audience,Duration,Channel_Used,Conversion_Rate,Acquisition_Cost,ROI,Location,Language,Clicks,Impressions,Engagement_Score,Customer_Segment,Date
85057,Datatech Solutions,Influencer,Men 18-24,30 Days,Facebook,0.08,10570,3.5,Houston,English,993,2542,2,Foodies,2021-01-12
85058,Innovate Industries,Social Media,All Ages,45 Days,Website,0.07,17839,7.81,New York,Spanish,689,5567,3,Health & Wellness,2021-01-13
85059,Techcorp,Display,All Ages,60 Days,Google Ads,0.04,10070,4.46,Houston,German,594,5356,10,Foodies,2021-01-14
85060,Datatech Solutions,Search,Women 25-34,15 Days,Google Ads,0.13,10352,6.3,Miami,Mandarin,268,6771,7,Foodies,2021-01-15
85061,Datatech Solutions,Email,Women 35-44,60 Days,Email,0.13,13853,2.35,Los Angeles,English,290,4560,3,Outdoor Adventurers,2021-01-16
85062,Techcorp,Search,Men 25-34,45 Days,Instagram,0.14,6135,2.45,Miami,French,680,9077,2,Foodies,2021-01-17
85063,Alpha Innovations,Search,Men 18-24,45 Days,Instagram,0.1,10772,6.97,Chicago,French,410,3281,4,Fashionistas,2021-01-18
85064,Techcorp,Email,Men 25-34,15 Days,Website,0.13,8500,7.15,Chicago,Spanish,969,3559,4,Outdoor Adventurers,2021-01-19
85065,Datatech Solutions,Email,Men 18-24,30 Days,Email,0.09,13774,2.36,Chicago,German,536,9131,7,Fashionistas,2021-01-20
85066,Alpha Innovations,Search,All Ages,15 Days,Website,0.1,11635,5.78,Houston,English,769,6606,6,Fashionistas,2021-01-21
85067,Innovate Industries,Search,All Ages,60 Days,Google Ads,0.11,7664,2.52,Chicago,Mandarin,899,5785,10,Fashionistas,2021-01-22
85068,Techcorp,Display,All Ages,15 Days,Website,0.03,16998,2.66,Los Angeles,German,799,6123,10,Health & Wellness,2021-01-23
85069,Nexgen Systems,Social Media,Women 25-34,15 Days,Email,0.15,13849,4.44,Miami,German,502,4755,2,Fashionistas,2021-01-24
85070,Alpha Innovations,Social Media,Women 35-44,45 Days,Facebook,0.11,18868,7.93,Houston,French,712,8819,4,Health & Wellness,2021-01-25
85071,Techcorp,Search,Women 35-44,60 Days,Youtube,0.02,12804,4.48,Miami,Spanish,496,9429,10,Health & Wellness,2021-01-26
85072,Nexgen Systems,Display,Men 25-34,30 Days,Instagram,0.02,16560,5.02,Chicago,Mandarin,224,2111,3,Tech Enthusiasts,2021-01-27
85073,Techcorp,Influencer,Men 25-34,30 Days,Email,0.09,15334,6.99,Chicago,English,571,7649,3,Foodies,2021-01-28
85074,Datatech Solutions,Search,All Ages,15 Days,Google Ads,0.11,16267,3.6,Chicago,German,146,5049,3,Foodies,2021-01-29
85075,Nexgen Systems,Influencer,All Ages,30 Days,Youtube,0.02,18797,4.77,Los Angeles,Spanish,974,9011,1,Foodies,2021-01-30
85076,Alpha Innovations,Social Media,Men 25-34,45 Days,Youtube,0.07,14767,7.45,Los Angeles,Spanish,613,2269,8,Fashionistas,2021-01-31
85077,Nexgen Systems,Search,Men 25-34,60 Days,Youtube,0.06,17698,3.11,Miami,English,302,6852,10,Outdoor Adventurers,2021-02-01
85078,Datatech Solutions,Search,Men 25-34,30 Days,Instagram,0.04,6863,5.65,New York,English,869,4653,3,Outdoor Adventurers,2021-02-02
85079,Nexgen Systems,Search,Men 25-34,60 Days,Instagram,0.01,10588,4.87,Los Angeles,Spanish,225,3748,5,Outdoor Adventurers,2021-02-03
85080,Alpha Innovations,Social Media,All Ages,60 Days,Facebook,0.12,11663,5.16,Houston,German,833,1196,9,Foodies,2021-02-04
85081,Datatech Solutions,Display,Men 25-34,45 Days,Google Ads,0.03,16627,2.59,Chicago,Spanish,167,9965,4,Foodies,2021-02-05
85082,Techcorp,Social Media,Women 25-34,60 Days,Facebook,0.12,14950,7.34,Los Angeles,English,459,6356,9,Health & Wellness,2021-02-06
85083,Nexgen Systems,Email,All Ages,30 Days,Instagram,0.09,7239,6.79,Miami,French,419,7124,10,Fashionistas,2021-02-07
85084,Nexgen Systems,Social Media,Women 35-44,60 Days,Email,0.11,16658,6.83,Houston,German,494,7415,7,Outdoor Adventurers,2021-02-08
85085,Nexgen Systems,Influencer,Women 25-34,60 Days,Website,0.11,17093,6.02,Chicago,Spanish,293,4612,7,Tech Enthusiasts,2021-02-09
85086,Innovate Industries,Influencer,All Ages,45 Days,Email,0.06,9730,2.71,New York,French,315,1911,1,Outdoor Adventurers,2021-02-10
85087,Nexgen Systems,Display,Men 18-24,60 Days,Google Ads,0.06,9471,3.74,Miami,German,884,5444,7,Health & Wellness,2021-02-11
85088,Nexgen Systems,Influencer,All Ages,45 Days,Google Ads,0.05,13613,6.0,Chicago,French,470,8449,8,Fashionistas,2021-02-12
85089,Alpha Innovations,Influencer,Men 18-24,15 Days,Instagram,0.14,11547,2.28,Houston,Mandarin,472,5832,2,Outdoor Adventurers,2021-02-13
85090,Techcorp,Social Media,Women 35-44,15 Days,Youtube,0.04,15911,5.73,Miami,German,847,2661,9,Foodies,2021-02-14
85091,Techcorp,Influencer,Women 25-34,30 Days,Website,0.09,17075,3.98,Houston,Mandarin,705,7562,8,Health & Wellness,2021-02-15
85092,Datatech Solutions,Display,Men 18-24,45 Days,Facebook,0.11,17949,4.88,Chicago,German,632,2164,2,Tech Enthusiasts,2021-02-16
85093,Alpha Innovations,Search,Women 25-34,30 Days,Website,0.06,16602,6.21,New York,English,970,9491,2,Foodies,2021-02-17
85094,Nexgen Systems,Display,All Ages,30 Days,Youtube,0.13,14245,5.06,Chicago,Spanish,786,3472,6,Fashionistas,2021-02-18
85095,Innovate Industries,Social Media,All Ages,60 Days,Youtube,0.01,11468,6.67,Miami,English,258,1300,4,Outdoor Adventurers,2021-02-19
85096,Innovate Industries,Email,Men 25-34,60 Days,Facebook,0.14,18623,5.19,Miami,French,158,4092,2,Foodies,2021-02-20
85097,Datatech Solutions,Influencer,Women 25-34,45 Days,Website,0.1,16464,7.9,Los Angeles,French,729,9731,3,Foodies,2021-02-21
85098,Innovate Industries,Influencer,Women 25-34,30 Days,Email,0.14,11278,2.8,New York,Spanish,528,3420,2,Foodies,2021-02-22
85099,Innovate Industries,Display,Women 25-34,15 Days,Email,0.12,15737,6.15,Los Angeles,French,770,8690,6,Fashionistas,2021-02-23
85100,Alpha Innovations,Email,Women 25-34,15 Days,Email,0.03,16153,7.48,Miami,Spanish,788,4820,7,Fashionistas,2021-02-24
85101,Nexgen Systems,Influencer,Women 35-44,60 Days,Instagram,0.03,5886,2.57,Los Angeles,French,615,5374,9,Tech Enthusiasts,2021-02-25
85102,Nexgen Systems,Email,Men 18-24,30 Days,Youtube,0.07,6968,6.01,Miami,German,552,9137,5,Health & Wellness,2021-02-26
85103,Innovate Industries,Influencer,Men 25-34,45 Days,Website,0.07,6413,7.54,Houston,German,978,3550,9,Fashionistas,2021-02-27
85104,Nexgen Systems,Search,Women 35-44,15 Days,Website,0.06,5315,3.04,Los Angeles,English,303,5826,8,Fashionistas,2021-02-28
85105,Alpha Innovations,Search,All Ages,15 Days,Youtube,0.04,18561,6.03,Los Angeles,English,486,4427,2,Fashionistas,2021-03-01
85106,Nexgen Systems,Display,All Ages,60 Days,Website,0.02,14009,4.16,New York,Spanish,399,9710,2,Tech Enthusiasts,2021-03-02
85107,Innovate Industries,Email,Women 35-44,30 Days,Instagram,0.05,9941,2.21,Chicago,French,957,2123,1,Tech Enthusiasts,2021-03-03
85108,Alpha Innovations,Email,Men 25-34,45 Days,Website,0.09,6661,5.16,Los Angeles,English,462,7981,3,Tech Enthusiasts,2021-03-04
85109,Innovate Industries,Influencer,All Ages,15 Days,Email,0.08,17379,5.85,Los Angeles,Mandarin,515,2359,4,Fashionistas,2021-03-05
85110,Nexgen Systems,Social Media,Men 25-34,30 Days,Instagram,0.03,11616,3.13,Miami,French,345,1883,4,Health & Wellness,2021-03-06
85111,Nexgen Systems,Email,Men 18-24,45 Days,Facebook,0.05,11864,7.23,Houston,German,208,2892,8,Fashionistas,2021-03-07
85112,Alpha Innovations,Email,Men 18-24,30 Days,Instagram,0.08,5618,2.73,Los Angeles,Mandarin,358,1020,5,Tech Enthusiasts,2021-03-08
85113,Innovate Industries,Social Media,Women 25-34,45 Days,Email,0.03,5856,4.3,Chicago,Mandarin,207,5965,1,Health & Wellness,2021-03-09
85114,Nexgen Systems,Influencer,Men 18-24,60 Days,Youtube,0.04,5507,7.27,Houston,German,398,8795,8,Fashionistas,2021-03-10
85115,Innovate Industries,Influencer,Women 25-34,60 Days,Google Ads,0.1,15015,4.69,Los Angeles,Spanish,850,2493,8,Health & Wellness,2021-03-11
85116,Techcorp,Social Media,Women 25-34,30 Days,Youtube,0.09,10061,6.83,Miami,English,879,4732,3,Health & Wellness,2021-03-12
85117,Innovate Industries,Email,Women 25-34,60 Days,Email,0.11,13414,7.32,Houston,French,215,7363,4,Fashionistas,2021-03-13
85118,Innovate Industries,Search,Women 25-34,60 Days,Instagram,0.01,10943,3.04,Chicago,French,599,4971,8,Fashionistas,2021-03-14
85119,Techcorp,Search,Men 25-34,45 Days,Website,0.15,18669,5.04,New York,Spanish,669,7122,7,Tech Enthusiasts,2021-03-15
85120,Innovate Industries,Social Media,All Ages,15 Days,Email,0.09,12949,4.44,Houston,English,746,1020,10,Tech Enthusiasts,2021-03-16
85121,Nexgen Systems,Display,Women 35-44,60 Days,Google Ads,0.01,7369,3.1,New York,Spanish,491,4723,7,Health & Wellness,2021-03-17
85122,Techcorp,Social Media,Men 18-24,15 Days,Email,0.14,14606,7.81,Houston,Spanish,956,7663,9,Tech Enthusiasts,2021-03-18
85123,Alpha Innovations,Social Media,Men 18-24,60 Days,Google Ads,0.04,15760,4.56,Los Angeles,English,752,8856,5,Fashionistas,2021-03-19
85124,Datatech Solutions,Influencer,Women 35-44,30 Days,Google Ads,0.06,12300,7.43,Los Angeles,German,234,7088,10,Tech Enthusiasts,2021-03-20
85125,Techcorp,Influencer,Women 35-44,15 Days,Email,0.11,11246,3.26,Miami,German,613,5159,1,Health & Wellness,2021-03-21
85126,Techcorp,Display,Women 35-44,30 Days,Website,0.07,6511,2.86,Houston,Spanish,304,6155,8,Tech Enthusiasts,2021-03-22
85127,Innovate Industries,Influencer,Men 18-24,45 Days,Google Ads,0.09,10078,7.05,Los Angeles,English,273,9366,1,Outdoor Adventurers,2021-03-23
85128,Alpha Innovations,Email,Women 35-44,60 Days,Email,0.07,19014,3.62,Los Angeles,English,867,6371,9,Health & Wellness,2021-03-24
85129,Datatech Solutions,Search,Men 18-24,15 Days,Facebook,0.05,18988,3.61,New York,Mandarin,767,6241,7,Fashionistas,2021-03-25
85130,Alpha Innovations,Social Media,Men 18-24,45 Days,Google Ads,0.07,11657,2.73,New York,Spanish,854,3093,9,Fashionistas,2021-03-26
85131,Alpha Innovations,Influencer,Men 25-34,15 Days,Email,0.02,17037,5.57,New York,English,988,6725,9,Fashionistas,2021-03-27
85132,Innovate Industries,Influencer,Women 35-44,60 Days,Email,0.06,8582,2.37,Chicago,English,628,4496,2,Health & Wellness,2021-03-28
85133,Alpha Innovations,Social Media,Women 35-44,15 Days,Google Ads,0.13,17927,6.73,Los Angeles,Spanish,266,1003,6,Tech Enthusiasts,2021-03-29
85134,Alpha Innovations,Influencer,All Ages,30 Days,Instagram,0.12,7744,7.08,New York,French,443,9305,6,Fashionistas,2021-03-30
85135,Innovate Industries,Display,All Ages,45 Days,Facebook,0.06,18632,4.6,Los Angeles,German,627,2400,5,Health & Wellness,2021-03-31
85136,Datatech Solutions,Display,Women 35-44,60 Days,Website,0.12,15920,6.88,Miami,French,762,5066,2,Health & Wellness,2021-04-01
85137,Datatech Solutions,Email,Men 18-24,60 Days,Google Ads,0.04,15960,2.26,Chicago,German,316,8622,5,Tech Enthusiasts,2021-04-02
85138,Nexgen Systems,Display,Men 18-24,45 Days,Youtube,0.1,12526,4.44,Los Angeles,Spanish,879,4359,4,Tech Enthusiasts,2021-04-03
85139,Innovate Industries,Search,Women 25-34,45 Days,Youtube,0.14,17767,2.75,Los Angeles,Mandarin,299,9814,6,Outdoor Adventurers,2021-04-04
85140,Innovate Industries,Email,Women 25-34,30 Days,Facebook,0.07,8408,5.47,Los Angeles,English,940,4909,5,Foodies,2021-04-05
85141,Techcorp,Email,Men 18-24,30 Days,Youtube,0.11,18073,2.36,New York,German,671,3854,1,Health & Wellness,2021-04-06
85142,Innovate Industries,Email,Women 25-34,60 Days,Google Ads,0.07,16959,3.08,Miami,Mandarin,443,7510,7,Outdoor Adventurers,2021-04-07
85143,Nexgen Systems,Search,Women 25-34,60 Days,Website,0.07,14711,4.66,Houston,French,314,8144,9,Fashionistas,2021-04-08
85144,Innovate Industries,Search,Women 25-34,60 Days,Email,0.08,16805,5.08,Miami,Spanish,738,2893,3,Fashionistas,2021-04-09
85145,Datatech Solutions,Influencer,Women 25-34,45 Days,Youtube,0.13,8911,2.94,Miami,Mandarin,659,6372,4,Outdoor Adventurers,2021-04-10
85146,Techcorp,Influencer,Men 25-34,30 Days,Email,0.09,13110,5.27,Los Angeles,Mandarin,732,1813,10,Tech Enthusiasts,2021-04-11
85147,Datatech Solutions,Influencer,All Ages,60 Days,Website,0.13,15361,4.64,Los Angeles,French,598,4680,8,Outdoor Adventurers,2021-04-12
85148,Alpha Innovations,Social Media,Women 35-44,15 Days,Facebook,0.12,13394,4.7,New York,English,871,3064,5,Foodies,2021-04-13
85149,Alpha Innovations,Influencer,Men 25-34,15 Days,Youtube,0.15,17084,5.33,New York,Spanish,268,9782,6,Health & Wellness,2021-04-14
85150,Nexgen Systems,Influencer,Men 18-24,30 Days,Google Ads,0.06,14206,7.88,New York,Spanish,562,2885,1,Tech Enthusiasts,2021-04-15
85151,Datatech Solutions,Display,Men 18-24,45 Days,Google Ads,0.12,5097,2.14,Los Angeles,English,813,7809,4,Fashionistas,2021-04-16
85152,Alpha Innovations,Influencer,Men 25-34,15 Days,Youtube,0.13,10799,4.07,New York,Mandarin,743,3867,10,Outdoor Adventurers,2021-04-17
85153,Techcorp,Social Media,Men 25-34,15 Days,Google Ads,0.14,8720,3.73,Miami,French,173,6205,7,Health & Wellness,2021-04-18
85154,Techcorp,Email,All Ages,15 Days,Facebook,0.1,6078,6.06,Los Angeles,English,452,9063,5,Outdoor Adventurers,2021-04-19
85155,Datatech Solutions,Social Media,Men 18-24,60 Days,Google Ads,0.07,15895,5.78,Chicago,Spanish,769,2108,5,Foodies,2021-04-20
85156,Innovate Industries,Social Media,All Ages,45 Days,Google Ads,0.08,15500,6.96,Los Angeles,Mandarin,600,7036,4,Fashionistas,2021-04-21
85157,Innovate Industries,Influencer,Women 25-34,15 Days,Email,0.03,18103,6.45,Houston,Spanish,323,4324,4,Fashionistas,2021-04-22
85158,Nexgen Systems,Search,All Ages,60 Days,Facebook,0.1,17230,3.23,New York,Mandarin,665,8681,2,Outdoor Adventurers,2021-04-23
85159,Datatech Solutions,Display,Men 18-24,30 Days,Instagram,0.07,11679,7.04,Miami,Spanish,834,2662,5,Tech Enthusiasts,2021-04-24
85160,Datatech Solutions,Search,Men 25-34,45 Days,Email,0.09,13397,5.29,Los Angeles,Spanish,314,2302,9,Foodies,2021-04-25
85161,Innovate Industries,Social Media,All Ages,45 Days,Email,0.13,18254,7.28,Chicago,French,874,7479,7,Outdoor Adventurers,2021-04-26
85162,Innovate Industries,Display,Women 35-44,30 Days,Email,0.04,12837,7.66,Chicago,German,874,7991,10,Foodies,2021-04-27
85163,Alpha Innovations,Display,Men 18-24,15 Days,Google Ads,0.12,17247,2.12,Miami,Spanish,842,1974,6,Health & Wellness,2021-04-28
85164,Datatech Solutions,Social Media,All Ages,60 Days,Facebook,0.1,7919,7.1,Los Angeles,English,533,3853,10,Outdoor Adventurers,2021-04-29
85165,Datatech Solutions,Display,All Ages,60 Days,Instagram,0.01,14753,7.82,Houston,English,939,9121,1,Health & Wellness,2021-04-30
85166,Techcorp,Social Media,All Ages,30 Days,Email,0.12,16991,7.86,New York,Mandarin,740,8093,2,Foodies,2021-05-01
85167,Innovate Industries,Email,Women 25-34,60 Days,Google Ads,0.06,19097,4.96,Chicago,Spanish,545,7842,8,Foodies,2021-05-02
85168,Alpha Innovations,Social Media,Women 25-34,15 Days,Instagram,0.14,5277,6.6,Los Angeles,English,678,8787,8,Tech Enthusiasts,2021-05-03
85169,Innovate Industries,Search,All Ages,45 Days,Email,0.13,6378,6.43,Chicago,English,188,8120,3,Fashionistas,2021-05-04
85170,Alpha Innovations,Display,Men 18-24,45 Days,Website,0.02,6791,6.17,New York,French,994,8418,3,Tech Enthusiasts,2021-05-05
85171,Alpha Innovations,Social Media,Men 25-34,60 Days,Website,0.08,13533,5.78,Chicago,Spanish,349,3889,10,Fashionistas,2021-05-06
85172,Techcorp,Display,Men 25-34,45 Days,Youtube,0.04,17926,7.1,Chicago,Mandarin,251,2950,9,Health & Wellness,2021-05-07
85173,Techcorp,Social Media,Women 25-34,45 Days,Facebook,0.1,9533,2.25,Los Angeles,German,150,1830,6,Health & Wellness,2021-05-08
85174,Alpha Innovations,Influencer,Women 25-34,60 Days,Instagram,0.13,11666,6.03,Los Angeles,Spanish,770,7946,10,Health & Wellness,2021-05-09
85175,Techcorp,Influencer,Women 35-44,15 Days,Youtube,0.1,12085,2.24,Los Angeles,Spanish,757,4178,7,Health & Wellness,2021-05-10
85176,Alpha Innovations,Influencer,Women 25-34,60 Days,Youtube,0.03,16484,7.66,Miami,Spanish,199,2201,3,Outdoor Adventurers,2021-05-11
85177,Innovate Industries,Search,All Ages,15 Days,Facebook,0.03,9187,5.87,Los Angeles,Mandarin,492,5064,10,Foodies,2021-05-12
85178,Alpha Innovations,Email,Men 18-24,15 Days,Email,0.04,18168,4.72,Los Angeles,English,955,6448,6,Outdoor Adventurers,2021-05-13
85179,Techcorp,Display,Men 18-24,60 Days,Instagram,0.14,15532,2.24,Los Angeles,German,300,3482,1,Fashionistas,2021-05-14
85180,Techcorp,Influencer,Men 25-34,15 Days,Facebook,0.06,19662,3.57,Los Angeles,German,849,8017,3,Fashionistas,2021-05-15
85181,Nexgen Systems,Search,All Ages,60 Days,Instagram,0.03,14081,3.72,New York,English,328,9024,7,Tech Enthusiasts,2021-05-16
85182,Nexgen Systems,Social Media,Men 18-24,45 Days,Facebook,0.09,9438,7.95,Chicago,English,782,2834,7,Foodies,2021-05-17
85183,Alpha Innovations,Search,All Ages,60 Days,Email,0.09,19672,2.12,New York,French,574,9159,3,Tech Enthusiasts,2021-05-18
85184,Techcorp,Display,All Ages,45 Days,Instagram,0.11,9909,7.25,Miami,English,507,1030,7,Health & Wellness,2021-05-19
85185,Datatech Solutions,Influencer,Men 18-24,60 Days,Facebook,0.01,15217,3.57,Houston,Mandarin,151,9248,2,Fashionistas,2021-05-20
85186,Alpha Innovations,Email,Men 25-34,60 Days,Website,0.15,5397,6.93,Chicago,German,138,9054,1,Tech Enthusiasts,2021-05-21
85187,Alpha Innovations,Email,Men 18-24,45 Days,Website,0.05,19170,3.17,New York,Mandarin,671,5585,5,Health & Wellness,2021-05-22
85188,Techcorp,Influencer,Men 18-24,45 Days,Email,0.02,19821,4.6,New York,Mandarin,415,7807,7,Tech Enthusiasts,2021-05-23
85189,Techcorp,Social Media,Women 35-44,30 Days,Instagram,0.08,14299,5.81,Chicago,Mandarin,415,8757,6,Outdoor Adventurers,2021-05-24
85190,Datatech Solutions,Search,Women 25-34,15 Days,Facebook,0.08,5230,7.15,Chicago,Mandarin,619,7784,5,Outdoor Adventurers,2021-05-25
85191,Innovate Industries,Display,All Ages,45 Days,Facebook,0.11,12431,4.36,Chicago,English,327,8331,9,Outdoor Adventurers,2021-05-26
85192,Innovate Industries,Search,Women 35-44,15 Days,Instagram,0.07,11471,4.59,Miami,Spanish,888,3649,6,Health & Wellness,2021-05-27
85193,Innovate Industries,Search,Men 18-24,45 Days,Youtube,0.05,14478,4.51,Chicago,English,800,5218,4,Health & Wellness,2021-05-28
85194,Datatech Solutions,Social Media,Women 25-34,30 Days,Website,0.05,9896,2.31,Miami,French,725,3271,8,Tech Enthusiasts,2021-05-29
85195,Nexgen Systems,Email,Men 25-34,45 Days,Email,0.02,12849,4.72,Chicago,English,434,8677,5,Fashionistas,2021-05-30
85196,Alpha Innovations,Search,Men 25-34,45 Days,Google Ads,0.07,11195,7.37,Miami,Spanish,718,1485,10,Health & Wellness,2021-05-31
85197,Alpha Innovations,Social Media,All Ages,60 Days,Youtube,0.08,17027,2.83,Chicago,Spanish,582,2109,4,Health & Wellness,2021-06-01
85198,Alpha Innovations,Search,All Ages,60 Days,Website,0.03,18094,5.6,Chicago,English,311,4735,10,Tech Enthusiasts,2021-06-02
85199,Innovate Industries,Search,All Ages,45 Days,Website,0.11,9849,6.51,Houston,English,378,9103,2,Outdoor Adventurers,2021-06-03
85200,Techcorp,Influencer,Men 18-24,45 Days,Google Ads,0.06,5223,6.02,Los Angeles,German,811,7796,10,Fashionistas,2021-06-04
85201,Innovate Industries,Display,Men 18-24,45 Days,Youtube,0.08,15469,5.23,Los Angeles,German,382,8751,8,Tech Enthusiasts,2021-06-05
85202,Nexgen Systems,Influencer,Men 18-24,60 Days,Facebook,0.07,17356,4.5,Houston,English,926,2300,3,Fashionistas,2021-06-06
85203,Innovate Industries,Search,Women 25-34,30 Days,Instagram,0.13,11141,2.04,New York,English,674,3744,6,Outdoor Adventurers,2021-06-07
85204,Innovate Industries,Influencer,Men 25-34,60 Days,Website,0.03,7850,5.49,Houston,German,113,4876,9,Outdoor Adventurers,2021-06-08
85205,Techcorp,Display,Men 25-34,60 Days,Website,0.03,15387,3.45,New York,Spanish,601,4597,4,Outdoor Adventurers,2021-06-09
85206,Techcorp,Social Media,Women 35-44,45 Days,Email,0.13,12799,3.96,Los Angeles,English,370,1478,7,Foodies,2021-06-10
85207,Techcorp,Influencer,All Ages,60 Days,Website,0.11,9821,5.62,Miami,Mandarin,145,6996,1,Foodies,2021-06-11
85208,Nexgen Systems,Social Media,Men 25-34,15 Days,Facebook,0.01,18860,6.16,Houston,Mandarin,755,6840,4,Tech Enthusiasts,2021-06-12
85209,Innovate Industries,Influencer,Women 35-44,60 Days,Facebook,0.06,19815,4.69,Miami,German,218,3909,8,Tech Enthusiasts,2021-06-13
85210,Datatech Solutions,Email,All Ages,45 Days,Website,0.06,19727,6.16,Houston,Spanish,900,6055,1,Tech Enthusiasts,2021-06-14
85211,Techcorp,Social Media,Men 25-34,15 Days,Facebook,0.08,5084,3.99,Los Angeles,French,344,2536,3,Outdoor Adventurers,2021-06-15
85212,Datatech Solutions,Email,Women 35-44,60 Days,Google Ads,0.03,10977,7.67,Los Angeles,Spanish,893,7597,10,Fashionistas,2021-06-16
85213,Datatech Solutions,Display,Women 35-44,30 Days,Google Ads,0.06,13645,7.51,Houston,English,713,1805,1,Tech Enthusiasts,2021-06-17
85214,Nexgen Systems,Social Media,All Ages,15 Days,Email,0.08,8233,6.68,Miami,Spanish,986,8027,7,Health & Wellness,2021-06-18
85215,Innovate Industries,Email,Men 18-24,60 Days,Facebook,0.12,14793,6.3,Chicago,German,842,8076,5,Tech Enthusiasts,2021-06-19
85216,Datatech Solutions,Email,Women 35-44,30 Days,Email,0.11,8877,6.05,Chicago,German,750,8991,3,Fashionistas,2021-06-20
